name;japanese_name;classfication;abilities;type1;type2;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;attack;base_egg_steps;base_happiness;base_total;capture_rate;defense;experience_growth;height_m;hp;percentage_male;pokedex_number;sp_attack;sp_defense;speed;weight_kg;generation;is_legendary
Azurill;Ruririルリリ;Polka Dot Pokémon;"['Thick Fat', 'Huge Power', 'Sap Sipper']";normal;fairy;0.5;0.5;0;1;1;1;1;1;0;1;1;1;1;2;1;1;2;1;20;2560;70;190;150;40;800000;0.2;50;24.6;298;20;40;20;2;3;0
Nosepass;Nosepassノズパス;Compass Pokémon;"['Sturdy', 'Magnet Pull', 'Sand Force']";rock;;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;45;5120;70;375;255;135;1000000;1;30;50;299;45;90;30;97;3;0
Skitty;Enecoエネコ;Kitten Pokémon;"['Cute Charm', 'Normalize', 'Wonder Skin ']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;45;3840;70;260;255;45;800000;0.6;50;24.6;300;35;35;50;11;3;0
Delcatty;Enekororoエネコロロ;Prim Pokémon;"['Cute Charm', 'Normalize', 'Wonder Skin ']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;65;3840;70;400;60;65;800000;1.1;70;24.6;301;55;55;90;32.6;3;0
Sableye;Yamiramiヤミラミ;Darkness Pokémon;"['Keen Eye', 'Stall', 'Prankster']";dark;ghost;1;1;1;1;2;0;1;1;1;1;1;1;0;0.5;0;1;1;1;85;6400;35;480;45;125;1059860;0.5;50;50;302;85;115;20;11;3;0
Mawile;Kucheatクチート;Deceiver Pokémon;"['Hyper Cutter', 'Intimidate', 'Sheer Force']";steel;fairy;0.25;0.5;0;1;0.5;1;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;1;1;105;5120;70;480;45;125;800000;0.6;50;50;303;55;95;50;11.5;3;0
Aron;Cokodoraココドラ;Iron Armor Pokémon;"['Sturdy', 'Rock Head', 'Heavy Metal']";steel;rock;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2;70;8960;35;330;180;100;1250000;0.4;50;50;304;40;40;30;60;3;0
Lairon;Kodoraコドラ;Iron Armor Pokémon;"['Sturdy', 'Rock Head', 'Heavy Metal']";steel;rock;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2;90;8960;35;430;90;140;1250000;0.9;60;50;305;50;50;40;120;3;0
Aggron;Bossgodoraボスゴドラ;Iron Armor Pokémon;"['Sturdy', 'Rock Head', 'Heavy Metal']";steel;rock;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2;140;8960;35;630;45;230;1250000;2.1;70;50;306;60;80;50;360;3;0
Meditite;Asananアサナン;Meditate Pokémon;"['Pure Power', 'Telepathy']";fighting;psychic;1;1;1;1;2;0.5;1;2;2;1;1;1;1;1;1;0.5;1;1;40;5120;70;280;180;55;1000000;0.6;30;50;307;40;55;60;11.2;3;0
Medicham;Charemチャーレム;Meditate Pokémon;"['Pure Power', 'Telepathy']";fighting;psychic;1;1;1;1;2;0.5;1;2;2;1;1;1;1;1;1;0.5;1;1;100;5120;70;510;90;85;1000000;1.3;60;50;308;80;85;100;31.5;3;0
Electrike;Rakuraiラクライ;Lightning Pokémon;"['Static', 'Lightningrod', 'Minus']";electric;;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;45;5120;70;295;120;40;1250000;0.6;40;50;309;65;40;65;15.2;3;0
Manectric;Livoltライボルト;Discharge Pokémon;"['Static', 'Lightningrod', 'Minus']";electric;;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;75;5120;70;575;45;80;1250000;1.5;70;50;310;135;80;135;40.2;3;0
Plusle;Prasleプラスル;Cheering Pokémon;"['Plus', 'Lightningrod']";electric;;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;50;5120;70;405;200;40;1000000;0.4;60;50;311;85;75;95;4.2;3;0
Minun;Minunマイナン;Cheering Pokémon;"['Minus', 'Volt Absorb']";electric;;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;40;5120;70;405;200;50;1000000;0.4;60;50;312;75;85;95;4.2;3;0
Volbeat;Barubeatバルビート;Firefly Pokémon;"['Illuminate', 'Swarm', 'Prankster']";bug;;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;73;3840;70;430;150;75;600000;0.7;65;100;313;47;85;85;17.7;3;0
Illumise;Illumiseイルミーゼ;Firefly Pokémon;"['Oblivious', 'Tinted Lens', 'Prankster']";bug;;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;47;3840;70;430;150;75;1640000;0.6;65;0;314;73;85;85;17.7;3;0
Roselia;Roseliaロゼリア;Thorn Pokémon;"['Natural Cure', 'Poison Point', 'Leaf Guard']";grass;poison;1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5;60;5120;70;400;150;45;1059860;0.3;50;50;315;100;80;65;2;3;0
Gulpin;Gokulinゴクリン;Stomach Pokémon;"['Liquid Ooze', 'Sticky Hold', 'Gluttony']";poison;;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1;43;5120;70;302;225;53;1640000;0.4;70;50;316;43;53;40;10.3;3;0
Swalot;Marunoomマルノーム;Poison Bag Pokémon;"['Liquid Ooze', 'Sticky Hold', 'Gluttony']";poison;;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1;73;5120;70;467;75;83;1640000;1.7;100;50;317;73;83;55;80;3;0
Carvanha;Kibanhaキバニア;Savage Pokémon;"['Rough Skin', 'Speed Boost']";water;dark;2;0.5;1;2;2;2;0.5;1;0.5;2;1;0.5;1;1;0;1;0.5;0.5;90;5120;35;305;225;20;1250000;0.8;45;50;318;65;20;65;20.8;3;0
Sharpedo;Samehaderサメハダー;Brutal Pokémon;"['Rough Skin', 'Speed Boost']";water;dark;2;0.5;1;2;2;2;0.5;1;0.5;2;1;0.5;1;1;0;1;0.5;0.5;140;5120;35;560;60;70;1250000;1.8;70;50;319;110;65;105;88.8;3;0
Wailmer;Hoerukoホエルコ;Ball Whale Pokémon;"['Water Veil', 'Oblivious', 'Pressure']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;70;10240;70;400;125;35;1640000;2;130;50;320;70;35;60;130;3;0
Wailord;Whalohホエルオー;Float Whale Pokémon;"['Water Veil', 'Oblivious', 'Pressure']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;90;10240;70;500;60;45;1640000;14.5;170;50;321;90;45;60;398;3;0
Numel;Donmelドンメル;Numb Pokémon;"['Oblivious', 'Simple', 'Own Tempo']";fire;ground;0.5;1;1;0;0.5;1;0.5;1;1;1;2;1;1;0.5;1;1;0.5;4;60;5120;70;305;255;40;1000000;0.7;60;50;322;65;45;35;24;3;0
Camerupt;Bakuudaバクーダ;Eruption Pokémon;"['Magma Armor', 'Solid Rock', 'Anger Point']";fire;ground;0.5;1;1;0;0.5;1;0.5;1;1;1;2;1;1;0.5;1;1;0.5;4;120;5120;70;560;150;100;1000000;1.9;70;50;323;145;105;20;220;3;0
Torkoal;Cotoiseコータス;Coal Pokémon;"['White Smoke', 'Drought', 'Shell Armor']";fire;;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;85;5120;70;470;90;140;1000000;0.5;70;50;324;85;70;20;80.4;3;0
Spoink;Banebooバネブー;Bounce Pokémon;"['Thick Fat', 'Own Tempo', 'Gluttony']";psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;25;5120;70;330;255;35;800000;0.7;60;50;325;70;80;60;30.6;3;0
Grumpig;Boopigブーピッグ;Manipulate Pokémon;"['Thick Fat', 'Own Tempo', 'Gluttony']";psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;45;5120;70;470;60;65;800000;0.9;80;50;326;90;110;80;71.5;3;0
Spinda;Patcheelパッチール;Spot Panda Pokémon;"['Own Tempo', 'Tangled Feet', 'Contrary']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;60;3840;70;360;255;60;800000;1.1;60;50;327;60;60;60;5;3;0
Trapinch;Nuckrarナックラー;Ant Pit Pokémon;"['Hyper Cutter', 'Arena Trap', 'Sheer Force']";ground;;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;100;5120;70;290;255;45;1059860;0.7;45;50;328;45;45;10;15;3;0
Vibrava;Vibravaビブラーバ;Vibration Pokémon;['Levitate'];ground;dragon;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1;70;5120;70;340;120;50;1059860;1.1;50;50;329;50;50;70;15.3;3;0
Flygon;Flygonフライゴン;Mystic Pokémon;['Levitate'];ground;dragon;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1;100;5120;70;520;45;80;1059860;2;80;50;330;80;80;100;82;3;0
Cacnea;Saboneaサボネア;Cactus Pokémon;"['Sand Veil', 'Water Absorb']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;85;5120;35;335;190;40;1059860;0.4;50;50;331;85;40;35;51.3;3;0
Cacturne;Noctusノクタス;Scarecrow Pokémon;"['Sand Veil', 'Water Absorb']";grass;dark;4;0.5;1;0.5;2;2;2;2;0.5;0.5;0.5;2;1;2;0;1;1;0.5;115;5120;35;475;60;60;1059860;1.3;70;50;332;115;60;55;77.4;3;0
Swablu;Tylttoチルット;Cotton Bird Pokémon;"['Natural Cure', 'Cloud Nine']";normal;flying;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;40;5120;70;310;255;60;600000;0.4;45;50;333;40;75;50;1.2;3;0
Altaria;Tyltalisチルタリス;Humming Pokémon;"['Natural Cure', 'Cloud Nine']";dragon;flying;0.5;1;2;1;2;0.5;0.5;1;1;0.25;0;4;1;1;1;2;1;0.5;110;5120;70;590;45;110;600000;1.1;75;50;334;110;105;80;20.6;3;0
Zangoose;Zangooseザングース;Cat Ferret Pokémon;"['Immunity', 'Toxic Boost']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;115;5120;70;458;90;60;600000;1.3;73;50;335;60;60;90;40.3;3;0
Seviper;Habunakeハブネーク;Fang Snake Pokémon;"['Shed Skin', 'Infiltrator']";poison;;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1;100;5120;70;458;90;60;1640000;2.7;73;50;336;100;60;65;52.5;3;0
Lunatone;Lunatoneルナトーン;Meteorite Pokémon;['Levitate'];rock;psychic;2;2;1;1;1;1;0.5;0.5;2;2;2;1;0.5;0.5;0.5;1;2;2;55;6400;70;460;45;65;800000;1;90;;337;95;85;70;168;3;0
Solrock;Solrockソルロック;Meteorite Pokémon;['Levitate'];rock;psychic;2;2;1;1;1;1;0.5;0.5;2;2;2;1;0.5;0.5;0.5;1;2;2;95;6400;70;460;45;85;800000;1.2;90;;338;55;65;70;154;3;0
Barboach;Dojoachドジョッチ;Whiskers Pokémon;"['Oblivious', 'Anticipation', 'Hydration']";water;ground;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1;48;5120;70;288;190;43;1000000;0.4;50;50;339;46;41;60;1.9;3;0
Whiscash;Namazunナマズン;Whiskers Pokémon;"['Oblivious', 'Anticipation', 'Hydration']";water;ground;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1;78;5120;70;468;75;73;1000000;0.9;110;50;340;76;71;60;23.6;3;0
Corphish;Heiganiヘイガニ;Ruffian Pokémon;"['Hyper Cutter', 'Shell Armor', 'Adaptability']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;80;3840;70;308;205;65;1640000;0.6;43;50;341;50;35;35;11.5;3;0
Crawdaunt;Shizarigerシザリガー;Rogue Pokémon;"['Hyper Cutter', 'Shell Armor', 'Adaptability']";water;dark;2;0.5;1;2;2;2;0.5;1;0.5;2;1;0.5;1;1;0;1;0.5;0.5;120;3840;70;468;155;85;1640000;1.1;63;50;342;90;55;55;32.8;3;0
Baltoy;Yajilonヤジロン;Clay Doll Pokémon;['Levitate'];ground;psychic;2;2;1;0;1;0.5;1;1;2;2;1;2;1;0.5;0.5;0.5;1;2;40;5120;70;300;255;55;1000000;0.5;40;;343;40;70;55;21.5;3;0
Claydol;Nendollネンドール;Clay Doll Pokémon;['Levitate'];ground;psychic;2;2;1;0;1;0.5;1;1;2;2;1;2;1;0.5;0.5;0.5;1;2;70;5120;70;500;90;105;1000000;1.5;60;;344;70;120;75;108;3;0
Lileep;Lilylaリリーラ;Sea Lily Pokémon;"['Suction Cups', 'Storm Drain']";rock;grass;2;1;1;0.5;1;2;1;1;1;1;1;2;0.5;1;1;1;2;1;41;7680;70;355;45;77;600000;1;66;88.1;345;61;87;23;23.8;3;0
Cradily;Yuradleユレイドル;Barnacle Pokémon;"['Suction Cups', 'Storm Drain']";rock;grass;2;1;1;0.5;1;2;1;1;1;1;1;2;0.5;1;1;1;2;1;81;7680;70;495;45;97;600000;1.5;86;88.1;346;81;107;43;60.4;3;0
Anorith;Anopthアノプス;Old Shrimp Pokémon;"['Battle Armor', 'Swift Swim']";rock;bug;1;1;1;1;1;1;1;1;1;1;1;1;0.5;0.5;1;2;2;2;95;7680;70;355;45;50;600000;0.7;45;88.1;347;40;50;75;12.5;3;0
Armaldo;Armaldoアーマルド;Plate Pokémon;"['Battle Armor', 'Swift Swim']";rock;bug;1;1;1;1;1;1;1;1;1;1;1;1;0.5;0.5;1;2;2;2;125;7680;70;495;45;100;600000;1.5;75;88.1;348;70;80;45;68.2;3;0
Feebas;Hinbassヒンバス;Fish Pokémon;"['Swift Swim', 'Oblivious', 'Adaptability']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;15;5120;70;200;255;20;600000;0.6;20;50;349;10;55;80;7.4;3;0
Milotic;Milokarossミロカロス;Tender Pokémon;"['Marvel Scale', 'Competitive', 'Cute Charm']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;60;5120;70;540;60;79;600000;6.2;95;50;350;100;125;81;162;3;0
Castform;Powalenポワルン;Weather Pokémon;['Forecast'];normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;70;6400;70;420;45;70;1000000;0.3;70;50;351;70;70;70;0.8;3;0
Kecleon;Kakureonカクレオン;Color Swap Pokémon;"['Color Change', 'Protean']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;90;5120;70;440;200;70;1059860;1;60;50;352;60;120;40;22;3;0
Shuppet;Kagebouzuカゲボウズ;Puppet Pokémon;"['Insomnia', 'Frisk', 'Cursed Body']";ghost;;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;75;6400;35;295;225;35;800000;0.6;44;50;353;63;33;45;2.3;3;0
Banette;Juppetaジュペッタ;Marionette Pokémon;"['Insomnia', 'Frisk', 'Cursed Body']";ghost;;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;165;6400;35;555;45;75;800000;1.1;64;50;354;93;83;75;12.5;3;0
Duskull;Yomawaruヨマワル;Requiem Pokémon;"['Levitate', 'Frisk']";ghost;;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;40;6400;35;295;190;90;800000;0.8;20;50;355;30;90;25;15;3;0
Dusclops;Samayouruサマヨール;Beckon Pokémon;"['Pressure', 'Frisk']";ghost;;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;70;6400;35;455;90;130;800000;1.6;40;50;356;60;130;25;30.6;3;0
Tropius;Tropiusトロピウス;Fruit Pokémon;"['Chlorophyll', 'Solar Power', 'Harvest']";grass;flying;1;1;1;1;1;0.5;2;2;1;0.25;0;4;1;2;1;2;1;0.5;68;6400;70;460;200;83;1250000;2;99;50;357;72;87;51;100;3;0
Chimecho;Chireanチリーン;Wind Chime Pokémon;['Levitate'];psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;50;6400;70;455;45;80;800000;0.6;75;50;358;95;90;65;1;3;0
Absol;Absolアブソル;Disaster Pokémon;"['Pressure', 'Super Luck', 'Justified']";dark;;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;150;6400;35;565;30;60;1059860;1.2;65;50;359;115;60;115;47;3;0
Wynaut;Sohnanoソーナノ;Bright Pokémon;"['Shadow Tag', 'Telepathy']";psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;23;5120;70;260;125;48;1000000;0.6;95;50;360;23;48;23;14;3;0
Snorunt;Yukiwarashiユキワラシ;Snow Hat Pokémon;"['Inner Focus', 'Ice Body', 'Moody']";ice;;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;50;5120;70;300;190;50;1000000;0.7;50;50;361;50;50;50;16.8;3;0
Glalie;Onigohriオニゴーリ;Face Pokémon;"['Inner Focus', 'Ice Body', 'Moody']";ice;;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;120;5120;70;580;75;80;1000000;1.5;80;50;362;120;80;100;256.5;3;0
Spheal;Tamazarashiタマザラシ;Clap Pokémon;"['Thick Fat', 'Ice Body', 'Oblivious']";ice;water;1;1;1;2;1;2;1;1;1;2;1;0.25;1;1;1;2;1;0.5;40;5120;70;290;255;50;1059860;0.8;70;50;363;55;50;25;39.5;3;0
Sealeo;Todogglerトドグラー;Ball Roll Pokémon;"['Thick Fat', 'Ice Body', 'Oblivious']";ice;water;1;1;1;2;1;2;1;1;1;2;1;0.25;1;1;1;2;1;0.5;60;5120;70;410;120;70;1059860;1.1;90;50;364;75;70;45;87.6;3;0
Walrein;Todoserugaトドゼルガ;Ice Break Pokémon;"['Thick Fat', 'Ice Body', 'Oblivious']";ice;water;1;1;1;2;1;2;1;1;1;2;1;0.25;1;1;1;2;1;0.5;80;5120;70;530;45;90;1059860;1.4;110;50;365;95;90;65;150.6;3;0
Clamperl;Pearluluパールル;Bivalve Pokémon;"['Shell Armor', 'Rattled']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;64;5120;70;345;255;85;600000;0.4;35;50;366;74;55;32;52.5;3;0
Huntail;Huntailハンテール;Deep Sea Pokémon;"['Swift Swim', 'Water Veil']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;104;5120;70;485;60;105;600000;1.7;55;50;367;94;75;52;27;3;0
Gorebyss;Sakurabyssサクラビス;South Sea Pokémon;"['Swift Swim', 'Hydration']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;84;5120;70;485;60;105;600000;1.8;55;50;368;114;75;52;22.6;3;0
Relicanth;Glanthジーランス;Longevity Pokémon;"['Swift Swim', 'Rock Head', 'Sturdy']";water;rock;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;90;10240;70;485;25;130;1250000;1;100;88.1;369;45;65;55;23.4;3;0
Luvdisc;Lovecusラブカス;Rendezvous Pokémon;"['Swift Swim', 'Hydration']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;30;5120;70;330;225;55;800000;0.6;43;24.6;370;40;65;97;8.7;3;0
Bagon;Tatsubayタツベイ;Rock Head Pokémon;"['Rock Head', 'Sheer Force']";dragon;;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;75;10240;35;300;45;60;1250000;0.6;45;50;371;40;30;50;42.1;3;0
Shelgon;Komoruuコモルー;Endurance Pokémon;"['Rock Head', 'Overcoat']";dragon;;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;95;10240;35;420;45;100;1250000;1.1;65;50;372;60;50;50;110.5;3;0
Salamence;Bohmanderボーマンダ;Dragon Pokémon;"['Intimidate', 'Moxie']";dragon;flying;0.5;1;2;1;2;0.5;0.5;1;1;0.25;0;4;1;1;1;2;1;0.5;145;10240;35;700;45;130;1250000;1.5;95;50;373;120;90;120;102.6;3;0
Beldum;Dumbberダンバル;Iron Ball Pokémon;"['Clear Body', 'Light Metal']";steel;psychic;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;55;10240;35;300;3;80;1250000;0.6;40;;374;35;60;30;95.2;3;0
Metang;Metangメタング;Iron Claw Pokémon;"['Clear Body', 'Light Metal']";steel;psychic;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;75;10240;35;420;3;100;1250000;1.2;60;;375;55;80;50;202.5;3;0
Metagross;Metagrossメタグロス;Iron Leg Pokémon;"['Clear Body', 'Light Metal']";steel;psychic;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;145;10240;35;700;3;150;1250000;1.6;80;;376;105;110;110;550;3;0
Regirock;Regirockレジロック;Rock Peak Pokémon;"['Clear Body', 'Sturdy']";rock;;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;100;20480;35;580;3;200;1250000;1.7;80;;377;50;100;50;230;3;1
Regice;Regiceレジアイス;Iceberg Pokémon;"['Clear Body', 'Ice Body']";ice;;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;50;20480;35;580;3;100;1250000;1.8;80;;378;100;200;50;175;3;1
Registeel;Registeelレジスチル;Iron Pokémon;"['Clear Body', 'Light Metal']";steel;;0.5;1;0.5;1;0.5;2;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;0.5;1;75;20480;35;580;3;150;1250000;1.9;80;;379;75;150;50;205;3;1
Latias;Latiasラティアス;Eon Pokémon;['Levitate'];dragon;psychic;2;2;2;0.5;2;0.5;0.5;1;2;0.5;1;2;1;1;0.5;1;1;0.5;100;30720;90;700;3;120;1250000;1.4;80;0;380;140;150;110;40;3;1
Latios;Latiosラティオス;Eon Pokémon;['Levitate'];dragon;psychic;2;2;2;0.5;2;0.5;0.5;1;2;0.5;1;2;1;1;0.5;1;1;0.5;130;30720;90;700;3;100;1250000;2;80;100;381;160;120;110;60;3;1
Kyogre;Kyogreカイオーガ;Sea Basin Pokémon;['Drizzle'];water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;150;30720;0;770;3;90;1250000;4.5;100;;382;180;160;90;352;3;1
Groudon;Groudonグラードン;Continent Pokémon;['Drought'];ground;;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;180;30720;0;770;3;160;1250000;3.5;100;;383;150;90;90;950;3;1
Rayquaza;Rayquazaレックウザ;Sky High Pokémon;['Air Lock'];dragon;flying;0.5;1;2;1;2;0.5;0.5;1;1;0.25;0;4;1;1;1;2;1;0.5;180;30720;0;780;45;100;1250000;7;105;;384;180;100;115;206.5;3;1
Jirachi;Jirachiジラーチ;Wish Pokémon;['Serene Grace'];steel;psychic;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;100;30720;100;600;3;100;1250000;0.3;100;;385;100;100;100;1.1;3;1
Deoxys;Deoxysデオキシス;DNA Pokémon;['Pressure'];psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;95;30720;0;600;3;90;1250000;1.7;50;;386;95;90;180;60.8;3;1
Turtwig;Naetleナエトル;Tiny Leaf Pokémon;"['Overgrow', 'Shell Armor']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;68;5120;70;318;45;64;1059860;0.4;55;88.1;387;45;55;31;10.2;4;0
Grotle;Hayashigameハヤシガメ;Grove Pokémon;"['Overgrow', 'Shell Armor']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;89;5120;70;405;45;85;1059860;1.1;75;88.1;388;55;65;36;97;4;0
Torterra;Dodaitoseドダイトス;Continent Pokémon;"['Overgrow', 'Shell Armor']";grass;ground;2;1;1;0;1;1;2;2;1;1;0.5;4;1;1;1;0.5;1;1;109;5120;70;525;45;105;1059860;2.2;95;88.1;389;75;85;56;310;4;0
Chimchar;Hikozaruヒコザル;Chimp Pokémon;"['Blaze', 'Iron Fist']";fire;;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;58;5120;70;309;45;44;1059860;0.5;44;88.1;390;58;44;61;6.2;4;0
Monferno;Moukazaruモウカザル;Playful Pokémon;"['Blaze', 'Iron Fist']";fire;fighting;0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2;78;5120;70;405;45;52;1059860;0.9;64;88.1;391;78;52;81;22;4;0
Infernape;Goukazaruゴウカザル;Flame Pokémon;"['Blaze', 'Iron Fist']";fire;fighting;0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2;104;5120;70;534;45;71;1059860;1.2;76;88.1;392;104;71;108;55;4;0
Piplup;Pochamaポッチャマ;Penguin Pokémon;"['Torrent', 'Defiant']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;51;5120;70;314;45;53;1059860;0.4;53;88.1;393;61;56;40;5.2;4;0
Prinplup;Pottaishiポッタイシ;Penguin Pokémon;"['Torrent', 'Defiant']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;66;5120;70;405;45;68;1059860;0.8;64;88.1;394;81;76;50;23;4;0
Empoleon;Emperteエンペルト;Emperor Pokémon;"['Torrent', 'Defiant']";water;steel;0.5;1;0.5;2;0.5;2;1;0.5;1;1;2;0.25;0.5;0;0.5;0.5;0.25;0.5;86;5120;70;530;45;88;1059860;1.7;84;88.1;395;111;101;60;84.5;4;0
Starly;Mukkuruムックル;Starling Pokémon;"['Keen Eye', 'Reckless']";normal;flying;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;55;3840;70;245;255;30;1059860;0.3;40;50;396;30;30;60;2;4;0
Staravia;Mukubirdムクバード;Starling Pokémon;"['Intimidate', 'Reckless']";normal;flying;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;75;3840;70;340;120;50;1059860;0.6;55;50;397;40;40;80;15.5;4;0
Staraptor;Mukuhawkムクホーク;Predator Pokémon;"['Intimidate', 'Reckless']";normal;flying;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;120;3840;70;485;45;70;1059860;1.2;85;50;398;50;60;100;24.9;4;0
Bidoof;Bippaビッパ;Plump Mouse Pokémon;"['Simple', 'Unaware', 'Moody']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;45;3840;70;250;255;40;1000000;0.5;59;50;399;35;40;31;20;4;0
